member_id,legacy_member_id,migration_batch_id,migration_date,migration_status,migration_flag,migration_source_system
MBR_22779,LEG_022779,BATCH_2,2024-06-05,Failed,N,legacy_A
MBR_22780,LEG_022780,BATCH_2,2023-10-21,Failed,Y,legacy_B
MBR_22781,LEG_022781,BATCH_5,2025-04-25,Reprocessed,Y,legacy_B
MBR_22782,LEG_022782,BATCH_3,2023-06-14,Reprocessed,Y,legacy_B
MBR_22783,LEG_022783,BATCH_3,2023-03-14,Completed,N,legacy_A
MBR_22784,LEG_022784,BATCH_1,2024-03-06,Completed,N,legacy_B
MBR_22785,LEG_022785,BATCH_1,2025-05-02,Failed,N,legacy_B
MBR_22786,LEG_022786,BATCH_5,2023-03-31,Failed,Y,legacy_A
MBR_22787,LEG_022787,BATCH_4,2024-05-27,Completed,N,legacy_A
MBR_22788,LEG_022788,BATCH_4,2025-11-10,Completed,Y,legacy_A
MBR_22789,LEG_022789,BATCH_1,2024-06-04,Reprocessed,Y,legacy_B
MBR_22790,LEG_022790,BATCH_1,2025-10-14,Reprocessed,Y,legacy_A
MBR_22791,LEG_022791,BATCH_4,2025-04-08,Failed,N,legacy_A
MBR_22792,LEG_022792,BATCH_3,2025-08-08,Reprocessed,Y,legacy_A
MBR_22793,LEG_022793,BATCH_4,2025-04-08,Completed,N,legacy_A
MBR_22794,LEG_022794,BATCH_2,2023-02-23,Failed,Y,legacy_B
MBR_22795,LEG_022795,BATCH_3,2025-02-14,Reprocessed,N,legacy_A
MBR_22796,LEG_022796,BATCH_3,2024-10-01,Failed,N,legacy_A
MBR_22797,LEG_022797,BATCH_1,2024-10-15,Completed,Y,legacy_B
MBR_22798,LEG_022798,BATCH_3,2023-06-27,Completed,Y,legacy_A
MBR_22799,LEG_022799,BATCH_5,2025-11-06,Completed,Y,legacy_A
MBR_22800,LEG_022800,BATCH_4,2025-05-28,Reprocessed,N,legacy_B
MBR_22801,LEG_022801,BATCH_4,2025-01-18,Completed,N,legacy_A
MBR_22802,LEG_022802,BATCH_5,2024-04-14,Reprocessed,N,legacy_A
MBR_22803,LEG_022803,BATCH_3,2023-12-03,Failed,Y,legacy_A
MBR_22804,LEG_022804,BATCH_1,2025-10-04,Reprocessed,Y,legacy_A
MBR_22805,LEG_022805,BATCH_2,2024-01-08,Failed,N,legacy_A
MBR_22806,LEG_022806,BATCH_2,2023-05-06,Failed,N,legacy_A
MBR_22807,LEG_022807,BATCH_1,2025-01-21,Completed,Y,legacy_B
MBR_22808,LEG_022808,BATCH_1,2023-09-04,Reprocessed,Y,legacy_B
MBR_22809,LEG_022809,BATCH_2,2023-03-19,Failed,N,legacy_A
MBR_22810,LEG_022810,BATCH_3,2024-06-18,Failed,Y,legacy_A
MBR_22811,LEG_022811,BATCH_5,2023-05-22,Reprocessed,Y,legacy_A
MBR_22812,LEG_022812,BATCH_5,2023-02-02,Failed,Y,legacy_B
MBR_22813,LEG_022813,BATCH_1,2023-08-16,Reprocessed,N,legacy_A
MBR_22814,LEG_022814,BATCH_1,2025-11-03,Failed,Y,legacy_A
MBR_22815,LEG_022815,BATCH_2,2023-06-30,Failed,Y,legacy_B
MBR_22816,LEG_022816,BATCH_2,2023-11-25,Completed,N,legacy_A
MBR_22817,LEG_022817,BATCH_4,2025-01-19,Completed,N,legacy_A
MBR_22818,LEG_022818,BATCH_1,2025-10-08,Reprocessed,Y,legacy_A
MBR_22819,LEG_022819,BATCH_3,2025-03-03,Reprocessed,N,legacy_A
MBR_22820,LEG_022820,BATCH_2,2024-01-03,Failed,N,legacy_A
MBR_22821,LEG_022821,BATCH_2,2023-08-03,Completed,N,legacy_A
MBR_22822,LEG_022822,BATCH_3,2024-04-14,Reprocessed,Y,legacy_B
MBR_22823,LEG_022823,BATCH_2,2024-05-08,Reprocessed,N,legacy_B
MBR_22824,LEG_022824,BATCH_5,2024-03-18,Completed,Y,legacy_A
MBR_22825,LEG_022825,BATCH_3,2025-02-21,Reprocessed,Y,legacy_A
MBR_22826,LEG_022826,BATCH_1,2023-05-25,Failed,N,legacy_B
MBR_22827,LEG_022827,BATCH_2,2023-05-31,Completed,N,legacy_A
MBR_22828,LEG_022828,BATCH_4,2024-06-29,Completed,Y,legacy_A
MBR_22829,LEG_022829,BATCH_2,2024-06-03,Reprocessed,Y,legacy_A
MBR_22830,LEG_022830,BATCH_3,2023-01-18,Failed,N,legacy_A
MBR_22831,LEG_022831,BATCH_5,2023-02-11,Failed,Y,legacy_A
MBR_22832,LEG_022832,BATCH_5,2025-12-07,Completed,Y,legacy_A
MBR_22833,LEG_022833,BATCH_1,2025-06-19,Reprocessed,N,legacy_A
MBR_22834,LEG_022834,BATCH_1,2024-09-03,Failed,Y,legacy_A
MBR_22835,LEG_022835,BATCH_1,2025-07-28,Failed,Y,legacy_A
MBR_22836,LEG_022836,BATCH_4,2023-08-14,Reprocessed,N,legacy_B
MBR_22837,LEG_022837,BATCH_3,2023-11-07,Failed,Y,legacy_B
MBR_22838,LEG_022838,BATCH_1,2025-07-22,Reprocessed,Y,legacy_B
MBR_22839,LEG_022839,BATCH_4,2025-12-15,Failed,N,legacy_A
MBR_22840,LEG_022840,BATCH_4,2024-11-01,Completed,N,legacy_A
MBR_22841,LEG_022841,BATCH_2,2023-11-06,Failed,Y,legacy_B
MBR_22842,LEG_022842,BATCH_5,2023-07-16,Completed,Y,legacy_A
MBR_22843,LEG_022843,BATCH_4,2024-10-20,Completed,Y,legacy_A
MBR_22844,LEG_022844,BATCH_4,2025-11-20,Failed,N,legacy_A
MBR_22845,LEG_022845,BATCH_3,2023-11-19,Failed,N,legacy_A
MBR_22846,LEG_022846,BATCH_2,2023-11-04,Completed,N,legacy_B
MBR_22847,LEG_022847,BATCH_1,2024-09-16,Failed,N,legacy_A
MBR_22848,LEG_022848,BATCH_1,2025-12-23,Completed,Y,legacy_A
MBR_22849,LEG_022849,BATCH_3,2024-10-14,Completed,Y,legacy_B
MBR_22850,LEG_022850,BATCH_5,2024-08-21,Completed,Y,legacy_A
MBR_22851,LEG_022851,BATCH_3,2024-08-27,Completed,N,legacy_B
MBR_22852,LEG_022852,BATCH_2,2024-04-15,Failed,N,legacy_A
MBR_22853,LEG_022853,BATCH_2,2023-04-23,Reprocessed,N,legacy_A
MBR_22854,LEG_022854,BATCH_4,2023-02-22,Failed,Y,legacy_A
MBR_22855,LEG_022855,BATCH_3,2025-03-29,Failed,N,legacy_A
MBR_22856,LEG_022856,BATCH_2,2025-08-31,Completed,N,legacy_B
MBR_22857,LEG_022857,BATCH_5,2025-12-02,Failed,Y,legacy_A
MBR_22858,LEG_022858,BATCH_1,2025-02-16,Completed,Y,legacy_B
MBR_22859,LEG_022859,BATCH_3,2024-09-18,Failed,Y,legacy_A
MBR_22860,LEG_022860,BATCH_2,2025-06-06,Failed,N,legacy_B
MBR_22861,LEG_022861,BATCH_2,2025-07-25,Completed,Y,legacy_A
MBR_22862,LEG_022862,BATCH_1,2024-12-14,Reprocessed,N,legacy_A
MBR_22863,LEG_022863,BATCH_5,2024-03-12,Reprocessed,N,legacy_A
MBR_22864,LEG_022864,BATCH_4,2023-12-24,Failed,Y,legacy_B
MBR_22865,LEG_022865,BATCH_2,2023-03-30,Completed,Y,legacy_A
MBR_22866,LEG_022866,BATCH_5,2025-08-05,Completed,N,legacy_B
MBR_22867,LEG_022867,BATCH_5,2025-09-14,Failed,Y,legacy_A
MBR_22868,LEG_022868,BATCH_3,2025-08-05,Completed,Y,legacy_A
MBR_22869,LEG_022869,BATCH_4,2024-10-03,Failed,N,legacy_B
MBR_22870,LEG_022870,BATCH_5,2025-10-08,Failed,N,legacy_B
MBR_22871,LEG_022871,BATCH_2,2023-08-12,Completed,N,legacy_B
MBR_22872,LEG_022872,BATCH_1,2023-04-02,Failed,N,legacy_A
MBR_22873,LEG_022873,BATCH_3,2023-08-24,Reprocessed,N,legacy_B
MBR_22874,LEG_022874,BATCH_1,2024-12-07,Reprocessed,N,legacy_A
MBR_22875,LEG_022875,BATCH_1,2023-03-17,Reprocessed,Y,legacy_A
MBR_22876,LEG_022876,BATCH_3,2024-10-23,Completed,N,legacy_A
MBR_22877,LEG_022877,BATCH_3,2024-02-11,Completed,N,legacy_A
MBR_22878,LEG_022878,BATCH_2,2025-09-16,Reprocessed,N,legacy_A
MBR_22879,LEG_022879,BATCH_2,2025-09-01,Reprocessed,Y,legacy_B
MBR_22880,LEG_022880,BATCH_3,2023-10-03,Reprocessed,N,legacy_A
MBR_22881,LEG_022881,BATCH_2,2025-10-18,Failed,N,legacy_A
MBR_22882,LEG_022882,BATCH_3,2025-08-23,Reprocessed,Y,legacy_B
MBR_22883,LEG_022883,BATCH_1,2023-05-31,Failed,Y,legacy_A
MBR_22884,LEG_022884,BATCH_3,2025-03-13,Reprocessed,Y,legacy_A
MBR_22885,LEG_022885,BATCH_4,2024-04-28,Reprocessed,N,legacy_B
MBR_22886,LEG_022886,BATCH_1,2023-05-02,Reprocessed,Y,legacy_A
MBR_22887,LEG_022887,BATCH_3,2023-03-20,Reprocessed,Y,legacy_B
MBR_22888,LEG_022888,BATCH_5,2025-06-24,Reprocessed,Y,legacy_A
MBR_22889,LEG_022889,BATCH_2,2024-09-25,Reprocessed,N,legacy_B
MBR_22890,LEG_022890,BATCH_3,2023-10-11,Failed,N,legacy_A
MBR_22891,LEG_022891,BATCH_5,2024-01-01,Failed,N,legacy_A
MBR_22892,LEG_022892,BATCH_5,2024-12-26,Failed,Y,legacy_A
MBR_22893,LEG_022893,BATCH_5,2024-08-09,Failed,Y,legacy_B
MBR_22894,LEG_022894,BATCH_5,2024-03-04,Completed,N,legacy_B
MBR_22895,LEG_022895,BATCH_5,2025-01-12,Failed,N,legacy_B
MBR_22896,LEG_022896,BATCH_2,2025-03-07,Completed,Y,legacy_B
MBR_22897,LEG_022897,BATCH_5,2024-05-17,Completed,Y,legacy_B
MBR_22898,LEG_022898,BATCH_5,2025-03-29,Failed,N,legacy_A
MBR_22899,LEG_022899,BATCH_2,2024-09-21,Failed,N,legacy_A
MBR_22900,LEG_022900,BATCH_5,2025-05-03,Completed,N,legacy_A
MBR_22901,LEG_022901,BATCH_2,2024-02-19,Failed,Y,legacy_A
MBR_22902,LEG_022902,BATCH_1,2023-05-13,Completed,Y,legacy_A
MBR_22903,LEG_022903,BATCH_4,2023-02-19,Reprocessed,N,legacy_A
MBR_22904,LEG_022904,BATCH_1,2024-12-17,Reprocessed,N,legacy_A
MBR_22905,LEG_022905,BATCH_5,2025-03-16,Completed,Y,legacy_A
MBR_22906,LEG_022906,BATCH_4,2023-10-21,Reprocessed,Y,legacy_A
MBR_22907,LEG_022907,BATCH_5,2025-02-18,Completed,Y,legacy_B
MBR_22908,LEG_022908,BATCH_3,2023-04-18,Failed,N,legacy_B
MBR_22909,LEG_022909,BATCH_2,2023-03-04,Completed,Y,legacy_A
MBR_22910,LEG_022910,BATCH_2,2025-12-20,Reprocessed,N,legacy_B
MBR_22911,LEG_022911,BATCH_3,2024-05-06,Failed,N,legacy_A
MBR_22912,LEG_022912,BATCH_1,2024-06-13,Completed,Y,legacy_A
MBR_22913,LEG_022913,BATCH_2,2024-11-29,Failed,Y,legacy_B
MBR_22914,LEG_022914,BATCH_5,2025-03-23,Reprocessed,N,legacy_B
MBR_22915,LEG_022915,BATCH_4,2025-03-17,Reprocessed,Y,legacy_A
MBR_22916,LEG_022916,BATCH_3,2023-11-25,Reprocessed,N,legacy_A
MBR_22917,LEG_022917,BATCH_3,2025-11-20,Reprocessed,N,legacy_B
MBR_22918,LEG_022918,BATCH_2,2024-03-04,Completed,Y,legacy_B
MBR_22919,LEG_022919,BATCH_5,2023-08-23,Reprocessed,Y,legacy_A
MBR_22920,LEG_022920,BATCH_4,2025-11-29,Failed,N,legacy_A
MBR_22921,LEG_022921,BATCH_1,2024-09-11,Reprocessed,Y,legacy_A
MBR_22922,LEG_022922,BATCH_4,2024-01-19,Failed,N,legacy_B
MBR_22923,LEG_022923,BATCH_3,2024-04-08,Reprocessed,Y,legacy_B
MBR_22924,LEG_022924,BATCH_3,2024-10-19,Reprocessed,Y,legacy_A
MBR_22925,LEG_022925,BATCH_2,2024-04-04,Failed,N,legacy_B
MBR_22926,LEG_022926,BATCH_1,2023-09-27,Reprocessed,Y,legacy_A
MBR_22927,LEG_022927,BATCH_3,2024-04-23,Reprocessed,Y,legacy_B
MBR_22928,LEG_022928,BATCH_3,2024-12-28,Completed,N,legacy_A
MBR_22929,LEG_022929,BATCH_1,2025-08-22,Failed,Y,legacy_A
MBR_22930,LEG_022930,BATCH_4,2023-02-08,Completed,Y,legacy_A
MBR_22931,LEG_022931,BATCH_4,2025-06-09,Reprocessed,N,legacy_A
MBR_22932,LEG_022932,BATCH_3,2025-10-27,Completed,N,legacy_A
MBR_22933,LEG_022933,BATCH_2,2024-01-29,Completed,Y,legacy_A
MBR_22934,LEG_022934,BATCH_2,2025-04-20,Completed,N,legacy_A
MBR_22935,LEG_022935,BATCH_4,2023-01-26,Reprocessed,Y,legacy_A
MBR_22936,LEG_022936,BATCH_3,2024-08-28,Reprocessed,Y,legacy_A
MBR_22937,LEG_022937,BATCH_4,2023-10-10,Reprocessed,N,legacy_B
MBR_22938,LEG_022938,BATCH_2,2023-03-18,Reprocessed,N,legacy_B
MBR_22939,LEG_022939,BATCH_5,2023-01-10,Completed,Y,legacy_A
MBR_22940,LEG_022940,BATCH_2,2023-01-30,Completed,N,legacy_B
MBR_22941,LEG_022941,BATCH_3,2025-08-28,Completed,Y,legacy_A
MBR_22942,LEG_022942,BATCH_4,2025-01-27,Reprocessed,Y,legacy_A
MBR_22943,LEG_022943,BATCH_3,2024-04-01,Reprocessed,N,legacy_A
MBR_22944,LEG_022944,BATCH_4,2024-07-30,Reprocessed,Y,legacy_A
MBR_22945,LEG_022945,BATCH_3,2024-09-24,Reprocessed,Y,legacy_A
MBR_22946,LEG_022946,BATCH_3,2025-06-15,Reprocessed,Y,legacy_A
MBR_22947,LEG_022947,BATCH_5,2024-07-21,Failed,Y,legacy_A
MBR_22948,LEG_022948,BATCH_4,2025-12-21,Failed,N,legacy_A
MBR_22949,LEG_022949,BATCH_4,2024-09-06,Reprocessed,N,legacy_A
MBR_22950,LEG_022950,BATCH_1,2023-04-21,Completed,N,legacy_B
MBR_22951,LEG_022951,BATCH_2,2023-02-09,Failed,Y,legacy_A
MBR_22952,LEG_022952,BATCH_1,2024-11-06,Failed,Y,legacy_B
MBR_22953,LEG_022953,BATCH_1,2023-01-22,Completed,Y,legacy_A
MBR_22954,LEG_022954,BATCH_5,2024-08-05,Reprocessed,N,legacy_A
MBR_22955,LEG_022955,BATCH_2,2025-07-26,Failed,Y,legacy_B
MBR_22956,LEG_022956,BATCH_5,2025-07-21,Reprocessed,N,legacy_A
MBR_22957,LEG_022957,BATCH_2,2023-06-27,Reprocessed,Y,legacy_B
MBR_22958,LEG_022958,BATCH_2,2025-01-01,Reprocessed,Y,legacy_A
MBR_22959,LEG_022959,BATCH_1,2025-01-05,Completed,Y,legacy_A
MBR_22960,LEG_022960,BATCH_5,2023-08-30,Completed,Y,legacy_A
MBR_22961,LEG_022961,BATCH_4,2025-08-30,Completed,N,legacy_A
MBR_22962,LEG_022962,BATCH_2,2025-11-24,Reprocessed,N,legacy_B
MBR_22963,LEG_022963,BATCH_4,2024-03-18,Failed,Y,legacy_A
MBR_22964,LEG_022964,BATCH_1,2023-07-01,Failed,Y,legacy_A
MBR_22965,LEG_022965,BATCH_3,2025-03-07,Reprocessed,Y,legacy_B
MBR_22966,LEG_022966,BATCH_1,2023-06-07,Reprocessed,N,legacy_A
MBR_22967,LEG_022967,BATCH_5,2023-08-07,Completed,N,legacy_A
MBR_22968,LEG_022968,BATCH_2,2023-05-14,Completed,N,legacy_A
MBR_22969,LEG_022969,BATCH_3,2024-03-07,Failed,Y,legacy_A
MBR_22970,LEG_022970,BATCH_2,2023-06-14,Failed,N,legacy_A
MBR_22971,LEG_022971,BATCH_1,2023-08-24,Failed,N,legacy_B
MBR_22972,LEG_022972,BATCH_4,2024-06-04,Completed,Y,legacy_A
MBR_22973,LEG_022973,BATCH_2,2025-05-02,Reprocessed,N,legacy_A
MBR_22974,LEG_022974,BATCH_5,2025-07-24,Failed,N,legacy_A
MBR_22975,LEG_022975,BATCH_2,2025-04-14,Reprocessed,N,legacy_A
MBR_22976,LEG_022976,BATCH_3,2025-07-22,Reprocessed,N,legacy_A
MBR_22977,LEG_022977,BATCH_4,2024-08-17,Failed,N,legacy_A
MBR_22978,LEG_022978,BATCH_1,2023-02-28,Completed,N,legacy_A
MBR_22979,LEG_022979,BATCH_1,2025-02-23,Completed,Y,legacy_A
MBR_22980,LEG_022980,BATCH_1,2025-06-04,Completed,Y,legacy_A
MBR_22981,LEG_022981,BATCH_5,2023-07-24,Completed,Y,legacy_B
MBR_22982,LEG_022982,BATCH_3,2023-07-03,Reprocessed,Y,legacy_A
MBR_22983,LEG_022983,BATCH_2,2024-07-25,Failed,Y,legacy_A
MBR_22984,LEG_022984,BATCH_5,2025-11-29,Failed,N,legacy_A
MBR_22985,LEG_022985,BATCH_3,2025-07-08,Reprocessed,N,legacy_A
MBR_22986,LEG_022986,BATCH_1,2025-04-11,Reprocessed,Y,legacy_A
MBR_22987,LEG_022987,BATCH_4,2025-01-31,Reprocessed,Y,legacy_A
MBR_22988,LEG_022988,BATCH_4,2025-06-15,Reprocessed,N,legacy_A
MBR_22989,LEG_022989,BATCH_5,2024-07-02,Failed,Y,legacy_B
MBR_22990,LEG_022990,BATCH_4,2025-11-27,Failed,Y,legacy_A
MBR_22991,LEG_022991,BATCH_2,2023-11-22,Failed,N,legacy_B
MBR_22992,LEG_022992,BATCH_4,2025-09-08,Reprocessed,N,legacy_B
MBR_22993,LEG_022993,BATCH_2,2025-08-23,Failed,N,legacy_A
MBR_22994,LEG_022994,BATCH_5,2023-12-31,Reprocessed,N,legacy_B
MBR_22995,LEG_022995,BATCH_4,2024-12-16,Reprocessed,N,legacy_A
MBR_22996,LEG_022996,BATCH_4,2025-07-24,Completed,Y,legacy_A
MBR_22997,LEG_022997,BATCH_4,2023-08-20,Failed,Y,legacy_A
MBR_22998,LEG_022998,BATCH_2,2024-09-26,Reprocessed,N,legacy_A
MBR_22999,LEG_022999,BATCH_5,2025-01-15,Failed,N,legacy_A
MBR_23000,LEG_023000,BATCH_3,2025-05-02,Completed,Y,legacy_A
MBR_23001,LEG_023001,BATCH_3,2025-07-27,Failed,Y,legacy_A
MBR_23002,LEG_023002,BATCH_3,2024-02-07,Failed,N,legacy_A
MBR_23003,LEG_023003,BATCH_4,2023-01-02,Reprocessed,N,legacy_B
MBR_23004,LEG_023004,BATCH_2,2024-04-16,Failed,Y,legacy_B
MBR_23005,LEG_023005,BATCH_1,2024-12-22,Completed,N,legacy_A
MBR_23006,LEG_023006,BATCH_5,2024-11-14,Completed,N,legacy_A
MBR_23007,LEG_023007,BATCH_1,2023-09-29,Failed,N,legacy_A
MBR_23008,LEG_023008,BATCH_3,2024-02-07,Failed,N,legacy_A
MBR_23009,LEG_023009,BATCH_3,2025-09-30,Reprocessed,Y,legacy_B
MBR_23010,LEG_023010,BATCH_1,2025-02-12,Completed,N,legacy_A
MBR_23011,LEG_023011,BATCH_1,2025-05-02,Failed,Y,legacy_A
MBR_23012,LEG_023012,BATCH_4,2025-11-29,Failed,N,legacy_A
MBR_23013,LEG_023013,BATCH_1,2025-04-10,Completed,N,legacy_A
MBR_23014,LEG_023014,BATCH_5,2023-10-05,Failed,N,legacy_A
MBR_23015,LEG_023015,BATCH_5,2025-05-27,Failed,N,legacy_A
MBR_23016,LEG_023016,BATCH_4,2025-06-21,Reprocessed,Y,legacy_A
MBR_23017,LEG_023017,BATCH_4,2023-02-09,Reprocessed,N,legacy_B
MBR_23018,LEG_023018,BATCH_3,2023-12-20,Completed,N,legacy_A
MBR_23019,LEG_023019,BATCH_1,2024-07-07,Failed,Y,legacy_A
MBR_23020,LEG_023020,BATCH_3,2025-05-20,Completed,N,legacy_A
MBR_23021,LEG_023021,BATCH_5,2023-11-01,Reprocessed,N,legacy_A
MBR_23022,LEG_023022,BATCH_5,2023-09-27,Completed,N,legacy_B
MBR_23023,LEG_023023,BATCH_1,2023-09-18,Reprocessed,N,legacy_A
MBR_23024,LEG_023024,BATCH_2,2024-01-29,Failed,N,legacy_B
MBR_23025,LEG_023025,BATCH_1,2024-12-09,Completed,N,legacy_A
MBR_23026,LEG_023026,BATCH_5,2024-10-26,Failed,N,legacy_A
MBR_23027,LEG_023027,BATCH_1,2023-01-30,Reprocessed,Y,legacy_A
MBR_23028,LEG_023028,BATCH_4,2024-12-08,Failed,N,legacy_A
MBR_23029,LEG_023029,BATCH_4,2024-10-09,Reprocessed,Y,legacy_A
MBR_23030,LEG_023030,BATCH_5,2025-01-29,Reprocessed,Y,legacy_A
MBR_23031,LEG_023031,BATCH_3,2025-08-04,Failed,N,legacy_B
MBR_23032,LEG_023032,BATCH_2,2023-08-22,Completed,N,legacy_B
MBR_23033,LEG_023033,BATCH_1,2025-01-13,Failed,Y,legacy_A
MBR_23034,LEG_023034,BATCH_4,2025-11-29,Completed,Y,legacy_A
MBR_23035,LEG_023035,BATCH_4,2025-01-21,Completed,Y,legacy_A
MBR_23036,LEG_023036,BATCH_5,2023-11-15,Reprocessed,N,legacy_B
MBR_23037,LEG_023037,BATCH_5,2024-09-21,Failed,Y,legacy_A
MBR_23038,LEG_023038,BATCH_2,2024-04-17,Reprocessed,Y,legacy_A
MBR_23039,LEG_023039,BATCH_2,2023-08-12,Completed,N,legacy_A
MBR_23040,LEG_023040,BATCH_1,2024-09-02,Completed,N,legacy_A
MBR_23041,LEG_023041,BATCH_1,2025-09-05,Completed,N,legacy_B
MBR_23042,LEG_023042,BATCH_2,2023-12-18,Failed,N,legacy_A
MBR_23043,LEG_023043,BATCH_1,2024-04-27,Reprocessed,N,legacy_A
MBR_23044,LEG_023044,BATCH_3,2025-09-11,Failed,N,legacy_A
MBR_23045,LEG_023045,BATCH_2,2024-10-25,Failed,N,legacy_A
MBR_23046,LEG_023046,BATCH_5,2024-01-11,Failed,Y,legacy_B
MBR_23047,LEG_023047,BATCH_2,2024-06-30,Failed,Y,legacy_A
MBR_23048,LEG_023048,BATCH_2,2023-08-23,Failed,N,legacy_B
MBR_23049,LEG_023049,BATCH_2,2024-06-27,Completed,Y,legacy_B
MBR_23050,LEG_023050,BATCH_2,2024-08-22,Failed,N,legacy_B
MBR_23051,LEG_023051,BATCH_2,2025-11-19,Failed,N,legacy_A
MBR_23052,LEG_023052,BATCH_4,2023-05-30,Completed,N,legacy_B
MBR_23053,LEG_023053,BATCH_3,2025-07-30,Failed,N,legacy_A
MBR_23054,LEG_023054,BATCH_3,2024-11-05,Reprocessed,N,legacy_B
MBR_23055,LEG_023055,BATCH_1,2023-07-18,Reprocessed,Y,legacy_B
MBR_23056,LEG_023056,BATCH_4,2023-06-12,Reprocessed,Y,legacy_B
MBR_23057,LEG_023057,BATCH_4,2025-11-05,Reprocessed,Y,legacy_A
MBR_23058,LEG_023058,BATCH_1,2023-02-20,Failed,N,legacy_A
MBR_23059,LEG_023059,BATCH_2,2024-11-21,Reprocessed,Y,legacy_B
MBR_23060,LEG_023060,BATCH_2,2025-01-30,Failed,Y,legacy_A
MBR_23061,LEG_023061,BATCH_4,2023-03-12,Failed,Y,legacy_A
MBR_23062,LEG_023062,BATCH_5,2024-06-18,Completed,N,legacy_B
MBR_23063,LEG_023063,BATCH_1,2025-08-08,Failed,N,legacy_B
MBR_23064,LEG_023064,BATCH_3,2024-10-29,Reprocessed,Y,legacy_B
MBR_23065,LEG_023065,BATCH_3,2023-06-13,Failed,Y,legacy_B
MBR_23066,LEG_023066,BATCH_5,2024-03-23,Completed,N,legacy_A
MBR_23067,LEG_023067,BATCH_5,2024-08-29,Failed,N,legacy_A
MBR_23068,LEG_023068,BATCH_5,2023-03-09,Failed,N,legacy_A
MBR_23069,LEG_023069,BATCH_1,2025-09-16,Reprocessed,N,legacy_B
MBR_23070,LEG_023070,BATCH_1,2023-05-28,Completed,N,legacy_A
MBR_23071,LEG_023071,BATCH_2,2025-03-02,Reprocessed,Y,legacy_A
MBR_23072,LEG_023072,BATCH_1,2023-01-30,Failed,N,legacy_A
MBR_23073,LEG_023073,BATCH_4,2025-01-02,Completed,N,legacy_A
MBR_23074,LEG_023074,BATCH_4,2025-02-28,Failed,Y,legacy_A
MBR_23075,LEG_023075,BATCH_3,2024-10-25,Reprocessed,Y,legacy_A
MBR_23076,LEG_023076,BATCH_1,2023-11-30,Reprocessed,N,legacy_A
MBR_23077,LEG_023077,BATCH_5,2023-10-04,Failed,N,legacy_B
MBR_23078,LEG_023078,BATCH_5,2025-03-02,Completed,N,legacy_A
MBR_23079,LEG_023079,BATCH_2,2023-02-11,Completed,Y,legacy_A
MBR_23080,LEG_023080,BATCH_4,2024-09-20,Completed,N,legacy_B
MBR_23081,LEG_023081,BATCH_4,2024-04-19,Completed,Y,legacy_B
MBR_23082,LEG_023082,BATCH_1,2023-03-04,Reprocessed,N,legacy_A
MBR_23083,LEG_023083,BATCH_4,2025-07-16,Failed,Y,legacy_A
MBR_23084,LEG_023084,BATCH_2,2025-07-20,Completed,N,legacy_A
MBR_23085,LEG_023085,BATCH_2,2024-01-18,Completed,Y,legacy_B
MBR_23086,LEG_023086,BATCH_5,2024-03-20,Reprocessed,N,legacy_B
MBR_23087,LEG_023087,BATCH_5,2025-08-20,Failed,N,legacy_A
MBR_23088,LEG_023088,BATCH_1,2023-06-18,Reprocessed,Y,legacy_A
MBR_23089,LEG_023089,BATCH_5,2023-10-24,Failed,N,legacy_B
MBR_23090,LEG_023090,BATCH_4,2025-09-07,Completed,Y,legacy_A
MBR_23091,LEG_023091,BATCH_4,2024-11-02,Failed,N,legacy_B
MBR_23092,LEG_023092,BATCH_2,2023-09-06,Completed,N,legacy_A
MBR_23093,LEG_023093,BATCH_3,2024-02-20,Reprocessed,N,legacy_A
MBR_23094,LEG_023094,BATCH_2,2023-01-04,Reprocessed,N,legacy_A
MBR_23095,LEG_023095,BATCH_3,2024-03-14,Failed,Y,legacy_A
MBR_23096,LEG_023096,BATCH_3,2023-08-29,Reprocessed,Y,legacy_B
MBR_23097,LEG_023097,BATCH_1,2024-05-30,Reprocessed,N,legacy_A
MBR_23098,LEG_023098,BATCH_5,2024-03-16,Completed,N,legacy_A
MBR_23099,LEG_023099,BATCH_3,2024-04-22,Failed,N,legacy_A
MBR_23100,LEG_023100,BATCH_1,2023-07-28,Failed,N,legacy_B
MBR_23101,LEG_023101,BATCH_2,2025-11-10,Completed,N,legacy_B
MBR_23102,LEG_023102,BATCH_3,2025-05-16,Reprocessed,N,legacy_A
MBR_23103,LEG_023103,BATCH_3,2023-11-14,Reprocessed,Y,legacy_A
MBR_23104,LEG_023104,BATCH_3,2024-12-22,Reprocessed,N,legacy_A
MBR_23105,LEG_023105,BATCH_1,2025-01-30,Completed,Y,legacy_B
MBR_23106,LEG_023106,BATCH_3,2024-01-13,Completed,Y,legacy_B
MBR_23107,LEG_023107,BATCH_2,2023-02-01,Reprocessed,Y,legacy_A
MBR_23108,LEG_023108,BATCH_1,2025-10-11,Reprocessed,N,legacy_A
MBR_23109,LEG_023109,BATCH_3,2024-05-19,Completed,Y,legacy_A
MBR_23110,LEG_023110,BATCH_5,2024-05-14,Failed,N,legacy_A
MBR_23111,LEG_023111,BATCH_5,2023-06-18,Failed,N,legacy_A
MBR_23112,LEG_023112,BATCH_4,2024-03-25,Failed,N,legacy_A
MBR_23113,LEG_023113,BATCH_4,2025-04-20,Reprocessed,N,legacy_B
MBR_23114,LEG_023114,BATCH_3,2024-10-25,Failed,Y,legacy_A
