violation_id,member_id,violation_type,violation_date,severity_level
VIO_22384,MBR_22384,Late Payment,2024-09-29,Low
VIO_12286,MBR_12286,Policy Abuse,2023-03-13,Medium
VIO_12459,MBR_12459,Late Payment,2025-06-03,High
VIO_32541,MBR_32541,Fraud,2025-06-25,High
VIO_32025,MBR_32025,Late Payment,2023-03-17,High
VIO_38953,MBR_38953,Policy Abuse,2024-02-08,High
VIO_37858,MBR_37858,Policy Abuse,2023-01-23,High
VIO_31229,MBR_31229,Fraud,2025-07-17,High
VIO_31323,MBR_31323,Fraud,2025-07-03,High
VIO_3436,MBR_03436,Fraud,2024-07-19,Low
VIO_27175,MBR_27175,Policy Abuse,2023-02-25,High
VIO_32569,MBR_32569,Policy Abuse,2023-01-19,Low
VIO_21427,MBR_21427,Late Payment,2023-03-25,High
VIO_16177,MBR_16177,Fraud,2025-01-28,High
VIO_46533,MBR_46533,Fraud,2025-07-27,Low
VIO_49472,MBR_49472,Policy Abuse,2025-08-19,Low
VIO_40782,MBR_40782,Fraud,2023-07-31,High
VIO_39282,MBR_39282,Policy Abuse,2024-07-02,Low
VIO_18389,MBR_18389,Policy Abuse,2024-08-11,High
VIO_27422,MBR_27422,Late Payment,2025-12-25,Low
VIO_10206,MBR_10206,Late Payment,2023-01-30,High
VIO_34906,MBR_34906,Policy Abuse,2025-11-25,Low
VIO_5488,MBR_05488,Late Payment,2023-03-17,Medium
VIO_41560,MBR_41560,Late Payment,2025-01-15,Low
VIO_25969,MBR_25969,Late Payment,2025-05-22,Medium
VIO_12615,MBR_12615,Late Payment,2023-07-14,Low
VIO_11573,MBR_11573,Policy Abuse,2025-11-15,Low
VIO_10329,MBR_10329,Policy Abuse,2025-10-29,Low
VIO_7370,MBR_07370,Fraud,2025-08-07,Low
VIO_22457,MBR_22457,Late Payment,2025-01-28,Medium
VIO_19039,MBR_19039,Policy Abuse,2025-03-17,Medium
VIO_16137,MBR_16137,Policy Abuse,2023-08-31,Medium
VIO_42107,MBR_42107,Late Payment,2023-07-09,Low
VIO_43302,MBR_43302,Policy Abuse,2024-01-26,Medium
VIO_27,MBR_00027,Late Payment,2024-04-21,Medium
VIO_48785,MBR_48785,Late Payment,2023-02-11,High
VIO_84,MBR_00084,Late Payment,2025-06-23,High
VIO_32801,MBR_32801,Late Payment,2024-07-17,Low
VIO_41090,MBR_41090,Policy Abuse,2024-02-22,High
VIO_3362,MBR_03362,Policy Abuse,2025-08-29,Low
VIO_4931,MBR_04931,Late Payment,2025-12-31,Medium
VIO_14311,MBR_14311,Fraud,2024-12-30,Medium
VIO_40993,MBR_40993,Fraud,2024-11-30,Medium
VIO_1909,MBR_01909,Policy Abuse,2025-10-16,Medium
VIO_8011,MBR_08011,Policy Abuse,2023-03-02,Low
VIO_49890,MBR_49890,Fraud,2024-11-19,Low
VIO_32323,MBR_32323,Fraud,2025-04-16,Low
VIO_44789,MBR_44789,Late Payment,2023-01-21,Low
VIO_25772,MBR_25772,Policy Abuse,2023-10-19,Low
VIO_11496,MBR_11496,Fraud,2024-10-08,Low
VIO_15156,MBR_15156,Policy Abuse,2024-01-17,High
VIO_19225,MBR_19225,Fraud,2024-05-17,High
VIO_39493,MBR_39493,Fraud,2024-11-12,Low
VIO_11157,MBR_11157,Fraud,2024-03-17,High
VIO_46813,MBR_46813,Fraud,2024-03-17,Medium
VIO_27246,MBR_27246,Fraud,2024-01-04,Low
VIO_16427,MBR_16427,Late Payment,2024-07-04,Low
VIO_42224,MBR_42224,Fraud,2023-01-25,Medium
VIO_40884,MBR_40884,Fraud,2024-06-04,Low
VIO_32163,MBR_32163,Fraud,2025-06-23,Medium
VIO_6185,MBR_06185,Policy Abuse,2024-04-22,Medium
VIO_35059,MBR_35059,Fraud,2025-04-25,Medium
VIO_48606,MBR_48606,Late Payment,2025-11-01,Medium
VIO_3886,MBR_03886,Policy Abuse,2025-10-01,Low
VIO_34512,MBR_34512,Late Payment,2024-03-30,High
VIO_42210,MBR_42210,Fraud,2024-11-10,High
VIO_42041,MBR_42041,Policy Abuse,2024-07-09,High
VIO_45560,MBR_45560,Fraud,2024-06-06,Low
VIO_34392,MBR_34392,Policy Abuse,2023-09-07,Medium
VIO_2540,MBR_02540,Late Payment,2023-12-30,Low
VIO_40507,MBR_40507,Late Payment,2023-12-23,Medium
VIO_40930,MBR_40930,Fraud,2023-04-28,High
VIO_9594,MBR_09594,Late Payment,2023-11-29,High
VIO_41206,MBR_41206,Fraud,2023-04-27,High
VIO_44780,MBR_44780,Fraud,2024-01-01,High
VIO_26237,MBR_26237,Late Payment,2024-04-05,Low
VIO_44996,MBR_44996,Fraud,2025-02-03,High
VIO_22111,MBR_22111,Late Payment,2023-07-31,High
VIO_25627,MBR_25627,Fraud,2023-04-24,High
VIO_27482,MBR_27482,Policy Abuse,2023-07-29,Medium
VIO_42643,MBR_42643,Policy Abuse,2024-10-08,Low
VIO_22824,MBR_22824,Late Payment,2025-05-05,Low
VIO_46061,MBR_46061,Late Payment,2024-10-28,Low
VIO_3797,MBR_03797,Policy Abuse,2024-11-04,Low
VIO_49998,MBR_49998,Policy Abuse,2025-07-18,Medium
VIO_29089,MBR_29089,Policy Abuse,2023-09-12,Low
VIO_16390,MBR_16390,Fraud,2024-07-04,High
VIO_39800,MBR_39800,Policy Abuse,2025-12-02,Medium
VIO_43393,MBR_43393,Late Payment,2024-07-02,Medium
VIO_39602,MBR_39602,Policy Abuse,2025-03-08,Low
VIO_28751,MBR_28751,Policy Abuse,2025-08-17,Low
VIO_39555,MBR_39555,Late Payment,2025-04-23,High
VIO_24901,MBR_24901,Late Payment,2023-04-03,High
VIO_28195,MBR_28195,Late Payment,2023-06-08,Low
VIO_17504,MBR_17504,Policy Abuse,2024-10-11,Medium
VIO_35514,MBR_35514,Late Payment,2024-11-13,High
VIO_5708,MBR_05708,Fraud,2024-01-05,Low
VIO_21414,MBR_21414,Policy Abuse,2024-09-19,Low
VIO_16979,MBR_16979,Late Payment,2024-05-16,Medium
VIO_13010,MBR_13010,Policy Abuse,2025-04-21,Low
VIO_37049,MBR_37049,Policy Abuse,2025-08-16,Medium
VIO_13558,MBR_13558,Late Payment,2023-05-11,Low
VIO_14422,MBR_14422,Policy Abuse,2023-04-22,Low
VIO_19250,MBR_19250,Fraud,2025-08-23,Medium
VIO_6187,MBR_06187,Fraud,2023-01-04,Medium
VIO_15654,MBR_15654,Late Payment,2024-07-24,Low
VIO_32489,MBR_32489,Fraud,2024-10-26,High
VIO_28708,MBR_28708,Late Payment,2025-10-27,Low
VIO_25464,MBR_25464,Policy Abuse,2023-10-20,High
VIO_27389,MBR_27389,Fraud,2025-08-20,High
VIO_21715,MBR_21715,Fraud,2023-03-03,Medium
VIO_6632,MBR_06632,Late Payment,2025-12-06,High
VIO_32518,MBR_32518,Late Payment,2025-12-12,Medium
VIO_499,MBR_00499,Policy Abuse,2023-10-28,Medium
VIO_24307,MBR_24307,Fraud,2023-09-14,High
VIO_37499,MBR_37499,Fraud,2024-03-12,Medium
VIO_41582,MBR_41582,Fraud,2023-03-20,High
VIO_22879,MBR_22879,Late Payment,2025-03-01,High
VIO_46771,MBR_46771,Fraud,2023-07-14,Low
VIO_2604,MBR_02604,Fraud,2025-10-23,High
VIO_12164,MBR_12164,Fraud,2023-05-05,Low
VIO_17417,MBR_17417,Policy Abuse,2024-07-20,Medium
VIO_23072,MBR_23072,Fraud,2023-06-05,Low
VIO_9743,MBR_09743,Late Payment,2025-02-12,High
VIO_2386,MBR_02386,Policy Abuse,2025-08-23,Medium
VIO_33037,MBR_33037,Fraud,2025-12-26,High
VIO_41887,MBR_41887,Fraud,2024-05-03,Low
VIO_24835,MBR_24835,Fraud,2023-02-04,Medium
VIO_15404,MBR_15404,Policy Abuse,2023-01-29,Medium
VIO_36854,MBR_36854,Late Payment,2024-05-30,Medium
VIO_19731,MBR_19731,Late Payment,2025-09-12,High
VIO_19829,MBR_19829,Policy Abuse,2023-02-01,Low
VIO_27842,MBR_27842,Policy Abuse,2023-03-29,Medium
VIO_18649,MBR_18649,Policy Abuse,2023-09-23,Medium
VIO_33064,MBR_33064,Policy Abuse,2025-08-05,Medium
VIO_12559,MBR_12559,Fraud,2023-11-04,High
VIO_30648,MBR_30648,Late Payment,2024-02-15,Medium
VIO_27732,MBR_27732,Policy Abuse,2024-03-31,Medium
VIO_8232,MBR_08232,Policy Abuse,2024-05-31,Low
VIO_36316,MBR_36316,Policy Abuse,2024-03-27,High
VIO_45440,MBR_45440,Fraud,2023-07-30,Low
VIO_44785,MBR_44785,Late Payment,2024-08-01,Low
VIO_48557,MBR_48557,Policy Abuse,2023-09-22,High
VIO_9754,MBR_09754,Late Payment,2025-08-08,Low
VIO_7159,MBR_07159,Late Payment,2023-12-15,Low
VIO_37646,MBR_37646,Policy Abuse,2024-02-06,Low
VIO_27597,MBR_27597,Policy Abuse,2024-06-15,Medium
VIO_46315,MBR_46315,Fraud,2025-09-02,Low
VIO_21441,MBR_21441,Late Payment,2024-04-30,Medium
VIO_36592,MBR_36592,Fraud,2024-09-28,High
VIO_10909,MBR_10909,Late Payment,2023-06-19,Medium
VIO_30037,MBR_30037,Fraud,2024-05-16,High
VIO_49770,MBR_49770,Policy Abuse,2025-01-16,Low
VIO_6289,MBR_06289,Policy Abuse,2025-04-22,Medium
VIO_3899,MBR_03899,Late Payment,2023-02-10,Medium
VIO_14454,MBR_14454,Fraud,2024-09-05,High
VIO_45221,MBR_45221,Late Payment,2023-04-26,High
VIO_6916,MBR_06916,Late Payment,2025-07-04,Low
VIO_1760,MBR_01760,Late Payment,2023-02-09,High
VIO_32814,MBR_32814,Fraud,2023-12-27,High
VIO_21425,MBR_21425,Fraud,2023-07-19,Low
VIO_29120,MBR_29120,Fraud,2024-09-05,Low
VIO_38739,MBR_38739,Late Payment,2024-07-02,Medium
VIO_894,MBR_00894,Late Payment,2023-12-08,Medium
VIO_48800,MBR_48800,Policy Abuse,2024-08-28,High
VIO_24440,MBR_24440,Policy Abuse,2023-10-10,Medium
VIO_35282,MBR_35282,Policy Abuse,2025-01-17,High
VIO_29135,MBR_29135,Policy Abuse,2024-06-18,High
VIO_18169,MBR_18169,Late Payment,2024-07-27,High
VIO_33961,MBR_33961,Late Payment,2023-10-11,Low
VIO_31929,MBR_31929,Late Payment,2023-04-28,Low
VIO_43936,MBR_43936,Policy Abuse,2024-10-22,Medium
VIO_32296,MBR_32296,Late Payment,2025-12-12,High
VIO_47402,MBR_47402,Late Payment,2023-06-10,Medium
VIO_48434,MBR_48434,Late Payment,2024-08-19,Low
VIO_17488,MBR_17488,Late Payment,2023-11-03,Medium
VIO_6269,MBR_06269,Policy Abuse,2023-11-04,Low
VIO_22791,MBR_22791,Policy Abuse,2024-06-07,High
VIO_34094,MBR_34094,Policy Abuse,2024-08-09,Low
VIO_39783,MBR_39783,Late Payment,2025-07-03,Low
VIO_45494,MBR_45494,Fraud,2024-04-18,Medium
VIO_37267,MBR_37267,Late Payment,2024-04-20,High
VIO_28456,MBR_28456,Fraud,2024-09-10,Medium
VIO_16887,MBR_16887,Policy Abuse,2025-03-16,High
VIO_45109,MBR_45109,Policy Abuse,2024-12-25,High
VIO_12556,MBR_12556,Fraud,2023-11-30,High
VIO_38476,MBR_38476,Late Payment,2024-04-27,Low
VIO_37737,MBR_37737,Late Payment,2023-05-07,High
VIO_43530,MBR_43530,Fraud,2025-10-05,Medium
VIO_17778,MBR_17778,Late Payment,2023-11-21,High
VIO_36507,MBR_36507,Late Payment,2025-08-12,Low
VIO_2799,MBR_02799,Fraud,2024-07-11,Medium
VIO_26185,MBR_26185,Fraud,2025-01-02,Medium
VIO_38600,MBR_38600,Fraud,2023-08-05,Low
VIO_12787,MBR_12787,Fraud,2025-03-15,Medium
VIO_15855,MBR_15855,Fraud,2023-01-29,High
VIO_41066,MBR_41066,Late Payment,2023-08-11,Medium
VIO_15537,MBR_15537,Late Payment,2023-01-04,Low
VIO_33763,MBR_33763,Fraud,2025-03-20,High
VIO_22098,MBR_22098,Fraud,2024-07-15,Medium
VIO_26624,MBR_26624,Fraud,2024-11-19,Low
VIO_32493,MBR_32493,Fraud,2025-01-09,Medium
VIO_32690,MBR_32690,Late Payment,2024-12-04,High
VIO_48193,MBR_48193,Fraud,2025-03-28,Medium
VIO_8094,MBR_08094,Fraud,2025-01-05,High
VIO_8809,MBR_08809,Fraud,2024-03-12,Medium
VIO_34442,MBR_34442,Fraud,2025-10-17,Low
VIO_40275,MBR_40275,Late Payment,2024-06-07,High
VIO_379,MBR_00379,Late Payment,2024-03-02,Low
VIO_9523,MBR_09523,Late Payment,2024-04-06,Medium
VIO_10812,MBR_10812,Fraud,2024-06-26,Medium
VIO_14080,MBR_14080,Fraud,2023-12-31,Low
VIO_5675,MBR_05675,Late Payment,2024-01-30,High
VIO_25880,MBR_25880,Fraud,2024-12-31,Low
VIO_12632,MBR_12632,Late Payment,2025-07-30,High
VIO_47037,MBR_47037,Policy Abuse,2024-01-27,High
VIO_18842,MBR_18842,Late Payment,2025-07-14,Medium
VIO_20662,MBR_20662,Late Payment,2024-01-29,Low
VIO_18734,MBR_18734,Policy Abuse,2024-11-23,Low
VIO_21782,MBR_21782,Late Payment,2024-12-30,High
VIO_13969,MBR_13969,Fraud,2024-10-16,Medium
VIO_34723,MBR_34723,Late Payment,2025-11-09,Low
VIO_42177,MBR_42177,Fraud,2025-12-11,High
VIO_17682,MBR_17682,Policy Abuse,2024-09-21,Medium
VIO_18593,MBR_18593,Policy Abuse,2025-04-09,Low
VIO_41820,MBR_41820,Policy Abuse,2025-06-10,Low
VIO_18989,MBR_18989,Late Payment,2025-09-08,Medium
VIO_11370,MBR_11370,Late Payment,2025-11-12,High
VIO_29742,MBR_29742,Fraud,2023-11-08,High
VIO_35716,MBR_35716,Fraud,2023-02-07,Low
VIO_33372,MBR_33372,Policy Abuse,2025-09-08,Medium
VIO_17195,MBR_17195,Late Payment,2023-07-11,High
VIO_19907,MBR_19907,Policy Abuse,2025-05-11,Low
VIO_34499,MBR_34499,Policy Abuse,2025-05-12,Medium
VIO_15170,MBR_15170,Late Payment,2024-01-30,High
VIO_4248,MBR_04248,Policy Abuse,2024-10-26,Low
VIO_648,MBR_00648,Fraud,2025-03-11,High
VIO_1524,MBR_01524,Policy Abuse,2024-09-28,Low
VIO_4908,MBR_04908,Fraud,2023-05-10,Low
VIO_17193,MBR_17193,Late Payment,2025-08-21,Low
VIO_897,MBR_00897,Fraud,2024-02-01,Medium
VIO_5427,MBR_05427,Policy Abuse,2024-06-03,High
VIO_42354,MBR_42354,Policy Abuse,2024-11-25,Medium
VIO_6867,MBR_06867,Late Payment,2025-06-17,High
VIO_44808,MBR_44808,Late Payment,2024-06-17,Medium
VIO_28844,MBR_28844,Late Payment,2023-12-11,High
VIO_23577,MBR_23577,Fraud,2024-11-22,High
VIO_28635,MBR_28635,Policy Abuse,2025-11-06,Medium
VIO_46476,MBR_46476,Policy Abuse,2024-09-07,Medium
VIO_25154,MBR_25154,Late Payment,2025-01-07,High
VIO_37077,MBR_37077,Late Payment,2024-07-08,Medium
VIO_1836,MBR_01836,Policy Abuse,2024-01-11,Low
VIO_9461,MBR_09461,Fraud,2023-05-21,Medium
VIO_41743,MBR_41743,Fraud,2023-09-09,Medium
VIO_33612,MBR_33612,Policy Abuse,2025-05-20,Low
VIO_35225,MBR_35225,Late Payment,2025-08-14,Medium
VIO_38803,MBR_38803,Late Payment,2025-09-28,Low
VIO_20822,MBR_20822,Policy Abuse,2024-03-05,Low
VIO_36381,MBR_36381,Policy Abuse,2023-04-10,Low
VIO_4178,MBR_04178,Fraud,2024-02-13,Low
VIO_25161,MBR_25161,Policy Abuse,2024-07-06,Low
VIO_33333,MBR_33333,Policy Abuse,2023-05-11,Medium
VIO_919,MBR_00919,Policy Abuse,2023-11-03,Low
VIO_33669,MBR_33669,Late Payment,2025-02-23,Low
VIO_48369,MBR_48369,Policy Abuse,2025-04-03,High
VIO_12994,MBR_12994,Late Payment,2023-10-30,High
VIO_41382,MBR_41382,Fraud,2025-12-10,Medium
VIO_47613,MBR_47613,Policy Abuse,2023-01-16,Medium
VIO_49584,MBR_49584,Policy Abuse,2023-05-08,Medium
VIO_37165,MBR_37165,Policy Abuse,2023-10-08,High
VIO_18070,MBR_18070,Policy Abuse,2024-08-19,Medium
VIO_45706,MBR_45706,Policy Abuse,2025-01-25,Low
VIO_44258,MBR_44258,Fraud,2023-10-28,High
VIO_10879,MBR_10879,Late Payment,2024-04-14,High
VIO_49659,MBR_49659,Policy Abuse,2024-06-25,Low
VIO_44689,MBR_44689,Fraud,2023-07-20,Medium
VIO_31107,MBR_31107,Policy Abuse,2023-02-19,Medium
VIO_30377,MBR_30377,Policy Abuse,2025-06-16,High
VIO_45679,MBR_45679,Late Payment,2023-11-19,Low
VIO_44636,MBR_44636,Fraud,2025-02-24,Medium
VIO_36236,MBR_36236,Late Payment,2025-09-11,Low
VIO_6904,MBR_06904,Fraud,2025-07-12,High
VIO_15692,MBR_15692,Late Payment,2025-07-17,High
VIO_37633,MBR_37633,Policy Abuse,2025-06-03,Low
VIO_35154,MBR_35154,Late Payment,2023-06-11,High
VIO_35629,MBR_35629,Fraud,2024-09-18,Medium
VIO_27638,MBR_27638,Late Payment,2025-01-04,High
VIO_47600,MBR_47600,Policy Abuse,2023-03-29,Medium
VIO_44725,MBR_44725,Policy Abuse,2025-10-05,Medium
VIO_14885,MBR_14885,Late Payment,2023-02-15,Medium
VIO_1549,MBR_01549,Late Payment,2025-07-04,Medium
VIO_12509,MBR_12509,Fraud,2023-11-13,High
VIO_6685,MBR_06685,Policy Abuse,2023-11-11,Medium
VIO_33525,MBR_33525,Fraud,2023-08-27,Medium
VIO_2010,MBR_02010,Fraud,2025-01-30,Low
VIO_36131,MBR_36131,Late Payment,2024-10-20,High
VIO_23439,MBR_23439,Policy Abuse,2023-04-29,High
VIO_27385,MBR_27385,Late Payment,2024-07-03,Low
VIO_28754,MBR_28754,Fraud,2023-11-10,Medium
VIO_9193,MBR_09193,Policy Abuse,2025-11-12,Low
VIO_47260,MBR_47260,Fraud,2024-09-11,High
VIO_12478,MBR_12478,Fraud,2024-06-02,Medium
VIO_12593,MBR_12593,Fraud,2025-09-25,Medium
VIO_25026,MBR_25026,Late Payment,2023-08-15,Medium
VIO_4654,MBR_04654,Late Payment,2025-10-11,High
VIO_48401,MBR_48401,Fraud,2025-01-05,High
VIO_17021,MBR_17021,Fraud,2024-09-14,Medium
VIO_28206,MBR_28206,Fraud,2025-02-04,High
VIO_35646,MBR_35646,Fraud,2024-03-27,High
VIO_38743,MBR_38743,Late Payment,2023-07-05,Medium
VIO_1534,MBR_01534,Policy Abuse,2023-07-18,Low
VIO_11012,MBR_11012,Fraud,2024-02-11,Medium
VIO_19925,MBR_19925,Policy Abuse,2025-10-06,High
VIO_25822,MBR_25822,Late Payment,2025-01-02,Low
VIO_23778,MBR_23778,Late Payment,2024-05-11,Medium
VIO_39112,MBR_39112,Policy Abuse,2025-10-11,Medium
VIO_38285,MBR_38285,Fraud,2024-11-01,Medium
VIO_17216,MBR_17216,Policy Abuse,2024-06-11,High
VIO_24146,MBR_24146,Fraud,2023-02-09,High
VIO_27090,MBR_27090,Policy Abuse,2023-10-09,High
VIO_45303,MBR_45303,Late Payment,2025-02-08,High
VIO_28321,MBR_28321,Fraud,2023-02-16,Medium
VIO_30029,MBR_30029,Fraud,2024-07-02,Medium
VIO_7815,MBR_07815,Policy Abuse,2025-04-12,High
VIO_26832,MBR_26832,Policy Abuse,2025-07-27,Low
VIO_37329,MBR_37329,Policy Abuse,2025-03-06,High
VIO_48435,MBR_48435,Policy Abuse,2024-10-09,Low
VIO_24105,MBR_24105,Fraud,2025-01-02,High
VIO_3992,MBR_03992,Late Payment,2024-09-02,High
VIO_17536,MBR_17536,Late Payment,2025-03-28,High
VIO_879,MBR_00879,Policy Abuse,2023-03-04,High
VIO_42788,MBR_42788,Policy Abuse,2023-04-22,Medium
VIO_42892,MBR_42892,Late Payment,2024-08-05,Medium
VIO_39028,MBR_39028,Policy Abuse,2023-02-10,Low
VIO_6982,MBR_06982,Policy Abuse,2025-11-04,High
VIO_30654,MBR_30654,Fraud,2025-09-12,High
VIO_26023,MBR_26023,Late Payment,2025-07-28,High
VIO_40599,MBR_40599,Late Payment,2024-11-23,Medium
VIO_2972,MBR_02972,Fraud,2025-03-08,Medium
VIO_12899,MBR_12899,Fraud,2024-05-31,Low
VIO_18297,MBR_18297,Policy Abuse,2024-03-28,Low
VIO_41931,MBR_41931,Policy Abuse,2024-03-04,Medium
VIO_24786,MBR_24786,Fraud,2023-08-13,Medium
VIO_8133,MBR_08133,Late Payment,2025-05-02,Low
VIO_21591,MBR_21591,Policy Abuse,2024-07-12,High
VIO_8630,MBR_08630,Fraud,2025-07-28,Medium
VIO_30242,MBR_30242,Late Payment,2023-09-11,Medium
VIO_33507,MBR_33507,Late Payment,2023-12-27,Medium
VIO_40759,MBR_40759,Fraud,2024-03-25,Low
VIO_11855,MBR_11855,Policy Abuse,2023-11-11,Low
VIO_2199,MBR_02199,Late Payment,2024-06-18,High
VIO_25377,MBR_25377,Policy Abuse,2023-08-07,High
VIO_23247,MBR_23247,Policy Abuse,2023-01-03,High
VIO_15309,MBR_15309,Late Payment,2025-07-06,Low
VIO_24992,MBR_24992,Policy Abuse,2025-08-18,Low
VIO_23902,MBR_23902,Policy Abuse,2024-08-28,Low
VIO_21679,MBR_21679,Late Payment,2025-07-13,Medium
VIO_39000,MBR_39000,Fraud,2025-05-14,Medium
VIO_2375,MBR_02375,Policy Abuse,2023-07-11,Medium
VIO_6343,MBR_06343,Policy Abuse,2023-08-19,High
VIO_29662,MBR_29662,Policy Abuse,2025-10-05,Medium
VIO_38432,MBR_38432,Policy Abuse,2023-12-06,Medium
VIO_46806,MBR_46806,Policy Abuse,2025-12-29,High
VIO_892,MBR_00892,Late Payment,2025-12-26,Medium
VIO_15741,MBR_15741,Late Payment,2024-11-24,Low
VIO_13878,MBR_13878,Policy Abuse,2023-08-23,Low
VIO_48275,MBR_48275,Late Payment,2023-02-16,Medium
VIO_6119,MBR_06119,Policy Abuse,2024-09-10,High
VIO_35723,MBR_35723,Late Payment,2024-12-21,Medium
VIO_43537,MBR_43537,Late Payment,2025-03-18,High
VIO_17082,MBR_17082,Late Payment,2023-12-06,Medium
VIO_24515,MBR_24515,Fraud,2023-04-14,Low
VIO_48660,MBR_48660,Fraud,2024-08-02,Low
VIO_6950,MBR_06950,Fraud,2024-10-24,High
VIO_908,MBR_00908,Policy Abuse,2024-11-17,Low
VIO_20682,MBR_20682,Late Payment,2023-12-27,High
VIO_16021,MBR_16021,Fraud,2023-02-13,Low
VIO_8104,MBR_08104,Fraud,2025-12-26,High
VIO_41960,MBR_41960,Policy Abuse,2023-04-05,Low
VIO_30965,MBR_30965,Policy Abuse,2024-01-20,Low
VIO_44646,MBR_44646,Policy Abuse,2024-06-09,Low
VIO_46473,MBR_46473,Late Payment,2024-09-22,Low
VIO_8097,MBR_08097,Policy Abuse,2024-03-25,Low
VIO_12931,MBR_12931,Policy Abuse,2025-11-09,High
VIO_20851,MBR_20851,Fraud,2024-09-29,High
VIO_19592,MBR_19592,Policy Abuse,2023-03-10,Low
VIO_31098,MBR_31098,Policy Abuse,2023-01-02,Low
VIO_13724,MBR_13724,Policy Abuse,2024-01-22,Medium
VIO_39761,MBR_39761,Fraud,2025-07-03,High
VIO_9434,MBR_09434,Policy Abuse,2024-04-28,Medium
VIO_17139,MBR_17139,Fraud,2024-05-11,Medium
VIO_27365,MBR_27365,Policy Abuse,2024-11-06,Medium
VIO_3943,MBR_03943,Policy Abuse,2025-11-16,Medium
VIO_14823,MBR_14823,Fraud,2025-02-25,Medium
VIO_1031,MBR_01031,Fraud,2023-04-23,High
VIO_40338,MBR_40338,Fraud,2023-06-23,Low
VIO_8677,MBR_08677,Policy Abuse,2025-12-12,Low
VIO_8353,MBR_08353,Fraud,2024-04-16,High
VIO_11926,MBR_11926,Policy Abuse,2023-05-18,High
VIO_33424,MBR_33424,Fraud,2024-05-07,Low
VIO_39728,MBR_39728,Policy Abuse,2025-08-17,High
VIO_31256,MBR_31256,Late Payment,2025-01-13,High
VIO_3276,MBR_03276,Fraud,2024-03-15,Medium
VIO_40356,MBR_40356,Policy Abuse,2024-05-17,High
VIO_49729,MBR_49729,Fraud,2024-05-23,Low
VIO_20611,MBR_20611,Late Payment,2025-09-17,High
VIO_17876,MBR_17876,Late Payment,2025-03-16,Medium
VIO_27041,MBR_27041,Late Payment,2024-02-13,Low
VIO_47447,MBR_47447,Policy Abuse,2024-08-13,Medium
VIO_34071,MBR_34071,Late Payment,2025-04-11,Medium
VIO_5761,MBR_05761,Fraud,2025-04-25,Low
VIO_47652,MBR_47652,Policy Abuse,2023-07-31,Low
VIO_47050,MBR_47050,Fraud,2023-02-22,Low
VIO_9092,MBR_09092,Policy Abuse,2025-01-28,Low
VIO_40803,MBR_40803,Late Payment,2024-07-25,High
VIO_38603,MBR_38603,Fraud,2024-11-30,Medium
VIO_16034,MBR_16034,Fraud,2023-11-23,Low
VIO_39118,MBR_39118,Fraud,2023-06-25,Low
VIO_49663,MBR_49663,Policy Abuse,2023-10-22,Medium
VIO_37059,MBR_37059,Fraud,2025-01-17,High
VIO_43501,MBR_43501,Policy Abuse,2024-11-28,Low
VIO_46635,MBR_46635,Late Payment,2025-08-14,High
VIO_27394,MBR_27394,Late Payment,2023-07-16,Low
VIO_33303,MBR_33303,Late Payment,2025-03-18,Medium
VIO_9635,MBR_09635,Fraud,2025-11-24,Low
VIO_25419,MBR_25419,Late Payment,2025-03-31,High
VIO_9622,MBR_09622,Late Payment,2024-04-26,Low
VIO_18210,MBR_18210,Policy Abuse,2023-09-10,Medium
VIO_29201,MBR_29201,Late Payment,2024-01-02,High
VIO_18823,MBR_18823,Fraud,2024-01-23,High
VIO_43555,MBR_43555,Fraud,2023-05-06,High
VIO_15959,MBR_15959,Fraud,2025-07-13,Low
VIO_31547,MBR_31547,Fraud,2023-01-17,Low
VIO_19757,MBR_19757,Fraud,2024-10-16,High
VIO_21353,MBR_21353,Policy Abuse,2025-01-29,High
VIO_12365,MBR_12365,Fraud,2024-11-30,High
VIO_22890,MBR_22890,Fraud,2024-12-24,High
VIO_6126,MBR_06126,Policy Abuse,2023-12-14,High
VIO_3384,MBR_03384,Fraud,2024-12-25,High
VIO_9583,MBR_09583,Late Payment,2024-04-22,Low
VIO_259,MBR_00259,Late Payment,2025-10-20,Medium
VIO_1440,MBR_01440,Fraud,2024-12-11,Low
VIO_3406,MBR_03406,Fraud,2023-06-15,Medium
VIO_43201,MBR_43201,Fraud,2024-03-01,Low
VIO_45030,MBR_45030,Late Payment,2023-10-04,High
VIO_10710,MBR_10710,Fraud,2024-12-01,Low
VIO_44473,MBR_44473,Late Payment,2024-11-01,Medium
VIO_47145,MBR_47145,Policy Abuse,2025-06-30,Low
VIO_14579,MBR_14579,Fraud,2024-05-16,Low
VIO_14994,MBR_14994,Late Payment,2025-02-26,Low
VIO_37401,MBR_37401,Late Payment,2024-09-29,Low
VIO_15707,MBR_15707,Fraud,2025-07-02,Medium
VIO_48283,MBR_48283,Fraud,2025-06-20,High
VIO_15995,MBR_15995,Policy Abuse,2023-01-25,Low
VIO_21848,MBR_21848,Fraud,2025-06-08,Medium
VIO_28551,MBR_28551,Policy Abuse,2024-03-14,High
VIO_34410,MBR_34410,Fraud,2023-09-26,Medium
VIO_26957,MBR_26957,Policy Abuse,2024-04-16,Medium
VIO_36914,MBR_36914,Late Payment,2023-05-19,High
VIO_19577,MBR_19577,Policy Abuse,2024-04-18,Low
VIO_12929,MBR_12929,Late Payment,2023-06-09,Low
